Age,Family_Size,Monthly_Income,Health_Status,Past_Aid,Food_Insecurity_Risk
47,1,26990,Poor,Yes,0
71,4,41653,Fair,Yes,1
50,8,38274,Poor,No,2
55,5,6207,Fair,Yes,1
28,3,30898,Poor,Yes,0
78,6,9194,Fair,Yes,1
34,1,15081,Poor,Yes,0
77,6,36026,Fair,No,1
38,3,34275,Fair,No,1
49,5,11225,Good,Yes,1
63,4,43896,Good,Yes,0
55,3,16877,Poor,Yes,0
43,4,36139,Good,Yes,0
67,3,16903,Poor,No,0
32,2,9311,Fair,Yes,1
66,7,40902,Fair,No,1
49,9,9676,Fair,Yes,1
79,6,4061,Good,Yes,2
18,7,13929,Poor,No,2
50,2,10853,Poor,Yes,1
30,7,46307,Fair,No,1
79,7,14172,Poor,No,2
76,3,48562,Poor,Yes,0
21,1,20087,Poor,No,0
68,2,31939,Good,Yes,0
56,9,23001,Fair,Yes,1
58,8,45926,Poor,Yes,2
57,1,5876,Poor,Yes,1
42,1,44587,Fair,Yes,1
78,5,23648,Poor,No,2
65,7,37671,Fair,No,1
47,5,20794,Good,Yes,0
32,4,45385,Poor,Yes,0
43,1,19234,Good,No,0
70,4,45966,Good,No,0
59,7,24429,Poor,No,2
43,3,5672,Poor,Yes,1
37,9,2012,Good,Yes,2
67,9,37835,Poor,No,2
43,6,11815,Poor,No,2
36,6,32487,Poor,Yes,2
23,3,49596,Poor,Yes,0
74,6,19285,Good,No,0
78,1,7759,Fair,Yes,1
40,7,8355,Poor,Yes,2
68,9,39887,Poor,Yes,2
21,4,7277,Fair,Yes,1
66,5,44210,Fair,Yes,1
39,2,36519,Poor,Yes,0
28,6,20819,Fair,No,1
66,1,30332,Poor,No,0
79,2,35561,Fair,Yes,1
69,9,44790,Good,No,0
53,8,34624,Good,Yes,0
41,1,33857,Poor,No,0
62,8,3603,Good,No,2
68,5,4650,Fair,No,2
37,3,40086,Fair,Yes,1
76,5,33653,Fair,Yes,1
44,4,24950,Fair,No,1
19,3,49527,Poor,Yes,0
39,2,48561,Fair,No,1
31,6,26464,Good,No,0
64,5,43525,Poor,Yes,2
57,9,25991,Good,No,0
64,8,6407,Poor,No,2
30,6,14465,Good,No,1
66,7,40147,Good,No,0
53,9,17047,Poor,No,2
27,1,7616,Good,Yes,1
18,1,33623,Fair,No,1
42,3,39274,Good,No,0
21,3,9591,Good,Yes,1
50,4,44066,Poor,Yes,0
30,3,32572,Fair,Yes,1
62,5,34661,Poor,Yes,2
77,4,30982,Poor,Yes,0
18,6,28823,Poor,Yes,2
28,7,47931,Fair,Yes,1
27,4,23968,Good,No,0
60,5,8578,Poor,Yes,2
47,3,21908,Good,Yes,0
42,3,8859,Poor,Yes,1
76,4,2828,Fair,Yes,2
18,1,49552,Poor,No,0
41,7,24944,Fair,Yes,1
56,7,20184,Good,Yes,0
42,4,23521,Poor,Yes,0
29,7,38382,Fair,Yes,1
25,4,15457,Fair,No,1
34,1,6506,Poor,Yes,1
59,2,46613,Poor,Yes,0
54,9,20035,Good,No,0
48,6,7310,Good,No,1
49,1,4180,Good,No,2
79,8,5040,Fair,Yes,1
41,3,37236,Fair,Yes,1
77,5,35657,Good,Yes,0
27,2,48318,Fair,Yes,1
54,4,44651,Fair,Yes,1
40,8,35044,Fair,No,1
21,1,25114,Poor,No,0
61,5,2956,Poor,No,2
62,2,12262,Fair,No,1
63,1,2934,Poor,Yes,2
53,3,7863,Fair,No,1
34,7,14499,Poor,Yes,2
53,4,49524,Fair,No,1
36,3,16940,Good,Yes,0
58,9,43497,Poor,Yes,2
47,9,39656,Poor,Yes,2
45,9,34336,Good,Yes,0
71,2,41826,Fair,Yes,1
23,3,40902,Poor,No,0
79,6,36982,Fair,No,1
51,9,21578,Fair,No,1
51,5,42543,Poor,Yes,2
75,3,22904,Poor,Yes,0
24,2,6054,Good,No,1
78,8,11956,Poor,Yes,2
49,6,12639,Poor,Yes,2
25,4,2934,Fair,Yes,2
69,7,4350,Good,Yes,2
43,3,49620,Good,Yes,0
42,6,28805,Fair,No,1
65,4,21738,Fair,Yes,1
28,4,18855,Fair,Yes,1
77,4,20636,Poor,Yes,0
30,7,12780,Fair,No,1
70,4,7426,Fair,No,1
67,7,25989,Poor,Yes,2
48,9,34097,Good,Yes,0
48,6,34941,Poor,No,2
19,9,3040,Fair,Yes,2
42,7,22554,Poor,Yes,2
75,7,26340,Poor,Yes,2
44,8,12646,Good,No,1
26,7,31893,Good,No,0
54,9,26199,Fair,No,1
30,8,46613,Poor,Yes,2
52,1,34552,Good,No,0
51,5,48399,Poor,No,2
27,4,25727,Good,No,0
71,1,34552,Fair,No,1
18,3,37298,Poor,Yes,0
30,2,4194,Fair,Yes,2
48,1,40430,Poor,No,0
54,1,43216,Fair,No,1
64,2,25165,Poor,No,0
65,4,44555,Fair,No,1
75,5,8985,Poor,Yes,2
76,8,11228,Poor,Yes,2
56,8,12730,Good,No,1
42,7,17595,Good,No,0
35,5,15967,Fair,No,1
58,8,33685,Fair,Yes,1
19,8,15116,Fair,No,1
18,5,29404,Fair,Yes,1
18,1,46537,Good,No,0
68,8,30033,Fair,Yes,1
53,2,48354,Fair,Yes,1
56,4,49987,Good,No,0
21,8,24429,Poor,No,2
21,6,20323,Good,No,0
72,3,7886,Good,No,1
43,2,3986,Fair,No,2
38,8,8625,Good,Yes,1
70,7,31668,Good,No,0
37,7,30089,Good,Yes,0
53,4,27114,Fair,Yes,1
33,8,22989,Poor,Yes,2
20,4,29392,Poor,No,0
44,8,23879,Fair,No,1
57,6,4350,Poor,Yes,2
34,2,9554,Poor,No,1
44,9,35231,Poor,Yes,2
46,1,6989,Good,Yes,1
67,5,28425,Fair,No,1
77,7,8346,Good,No,1
49,6,16903,Poor,Yes,2
63,5,4387,Good,Yes,2
78,6,40987,Good,No,0
73,4,23019,Fair,No,1
65,5,12083,Fair,No,1
42,4,16778,Poor,Yes,0
40,4,15494,Fair,No,1
22,2,35863,Poor,Yes,0
34,4,9194,Fair,No,1
26,4,39274,Poor,No,0
33,1,3780,Fair,Yes,2
57,4,32269,Poor,Yes,0
50,3,44555,Good,No,0
50,9,4023,Poor,Yes,2
29,1,17218,Fair,No,1
52,7,24275,Good,No,0
51,6,12918,Good,No,1
45,2,34336,Fair,No,1
24,7,43069,Good,Yes,0
51,8,8015,Good,Yes,1
67,2,12578,Fair,Yes,1
24,9,41273,Poor,Yes,2
61,3,40211,Fair,No,1
34,2,8428,Fair,Yes,1
35,4,28823,Fair,Yes,1
70,5,27723,Poor,Yes,2
54,7,20964,Poor,Yes,2
54,1,15578,Good,No,0
62,5,6906,Good,No,1
65,6,43754,Poor,No,2
40,5,48603,Fair,No,1
42,8,19819,Good,No,0
46,9,46497,Good,Yes,0
20,2,13781,Good,No,1
45,4,6062,Fair,No,1
54,8,10837,Good,No,1
46,5,20964,Good,Yes,0
56,1,25892,Good,Yes,0
61,3,5164,Poor,Yes,1
41,2,36519,Good,No,0
30,8,21013,Fair,No,1
47,2,30764,Fair,No,1
78,9,24950,Good,No,0
55,8,39846,Good,Yes,0
75,3,8367,Good,No,1
24,3,31496,Good,Yes,0
29,6,23093,Poor,Yes,2
46,6,37298,Fair,Yes,1
57,1,37795,Good,Yes,0
67,1,29927,Good,No,0
33,3,26082,Fair,No,1
42,5,8931,Good,No,1
70,5,17130,Fair,No,1
60,9,48415,Good,Yes,0
66,1,35296,Poor,No,0
64,8,37561,Fair,Yes,1
31,9,35900,Fair,No,1
61,4,10470,Poor,Yes,1
19,7,25759,Fair,Yes,1
78,2,20706,Fair,Yes,1
34,9,11483,Good,No,1
48,3,23765,Poor,Yes,0
50,8,15214,Poor,No,2
40,4,49564,Fair,Yes,1
69,4,8931,Good,No,1
77,9,2239,Good,No,2
20,8,6499,Good,No,1
39,7,37985,Fair,No,1
30,2,35957,Poor,Yes,0
27,3,35171,Poor,Yes,0
30,7,28912,Fair,Yes,1
45,4,22964,Good,No,0
21,3,23471,Good,No,0
26,1,14707,Good,No,1
64,1,32813,Good,No,0
57,9,19014,Good,No,0
60,7,44663,Good,Yes,0
32,3,2212,Good,Yes,2
33,8,38642,Poor,Yes,2
25,2,38853,Poor,No,0
59,2,29954,Poor,Yes,0
41,7,43289,Good,No,0
55,2,8920,Good,No,1
29,2,15381,Poor,Yes,0
26,3,22007,Poor,No,0
57,8,3355,Poor,No,2
76,3,42983,Good,Yes,0
34,5,32833,Fair,Yes,1
77,2,10321,Fair,No,1
78,7,29446,Fair,No,1
19,4,47367,Fair,No,1
18,3,45385,Fair,Yes,1
24,8,8632,Poor,Yes,2
62,7,29011,Fair,Yes,1
29,1,22842,Fair,Yes,1
56,9,17129,Fair,Yes,1
75,1,19673,Fair,Yes,1
60,6,7277,Good,No,1
32,6,17026,Fair,Yes,1
23,2,13094,Good,Yes,1
67,4,22319,Good,Yes,0
51,4,43784,Poor,No,0
18,1,16149,Good,Yes,0
46,7,25518,Poor,No,2
26,4,47850,Good,No,0
52,6,26082,Good,Yes,0
25,9,12264,Fair,No,1
31,4,46069,Poor,Yes,0
77,4,48847,Fair,No,1
57,1,33497,Fair,Yes,1
40,5,28502,Poor,No,2
40,4,33560,Good,No,0
73,8,16079,Good,Yes,0
59,9,8463,Good,Yes,1
22,6,17047,Good,Yes,0
35,5,45444,Good,Yes,0
55,3,31892,Fair,No,1
32,3,22870,Poor,Yes,0
60,5,23565,Fair,No,1
54,4,43951,Poor,No,0
21,9,9922,Poor,Yes,2
36,7,16940,Poor,Yes,2
41,3,5332,Good,No,1
62,4,46403,Fair,Yes,1
18,4,33030,Good,Yes,0
41,1,4211,Fair,No,2
34,5,29446,Fair,No,1
70,6,43610,Good,Yes,0
79,8,47193,Good,Yes,0
36,4,23616,Poor,No,0
23,6,16408,Good,No,0
29,6,25506,Good,No,0
30,9,16283,Good,Yes,0
57,7,13929,Fair,Yes,1
67,1,41269,Poor,Yes,0
63,8,24083,Fair,No,1
61,5,16877,Poor,No,2
76,7,13781,Fair,No,1
20,3,3766,Poor,Yes,2
55,3,10689,Fair,No,1
32,4,28165,Good,No,0
61,4,45318,Fair,No,1
26,4,9080,Poor,No,1
77,6,3894,Poor,Yes,2
79,1,46199,Fair,No,1
67,9,13500,Fair,No,1
70,3,38036,Poor,Yes,0
57,5,25064,Fair,No,1
71,8,2320,Fair,No,2
44,5,49472,Fair,No,1
20,9,43216,Good,No,0
75,8,32572,Good,Yes,0
20,7,3555,Fair,No,2
31,4,17997,Fair,No,1
50,7,38124,Poor,Yes,2
37,9,28676,Fair,No,1
78,8,14549,Good,No,1
56,2,37238,Fair,Yes,1
62,7,14575,Good,No,1
33,8,23820,Good,Yes,0
20,1,33497,Fair,Yes,1
55,1,36942,Good,Yes,0
76,6,25989,Poor,No,2
21,7,38681,Good,No,0
37,6,42544,Fair,No,1
24,4,31011,Poor,No,0
49,4,43610,Poor,Yes,0
46,8,23968,Fair,No,1
23,1,5474,Good,Yes,1
27,4,39158,Good,Yes,0
33,6,40527,Poor,No,2
69,4,11196,Fair,No,1
25,7,10007,Good,Yes,1
51,7,15802,Good,No,0
25,7,3780,Poor,No,2
73,1,32861,Fair,No,1
70,6,23414,Good,Yes,0
35,2,35500,Poor,No,0
42,6,33505,Poor,Yes,2
61,5,5121,Fair,Yes,1
27,7,44172,Poor,Yes,2
63,5,6062,Good,Yes,1
22,5,29809,Fair,No,1
56,1,25989,Fair,Yes,1
78,7,9673,Good,No,1
20,1,45189,Fair,Yes,1
19,2,8859,Good,No,1
43,9,11966,Fair,No,1
45,7,22842,Good,Yes,0
38,2,41334,Fair,No,1
73,4,31753,Fair,No,1
63,1,44587,Poor,No,0
71,9,8264,Fair,Yes,1
26,7,47300,Good,Yes,0
51,8,19203,Fair,Yes,1
41,4,24079,Poor,No,0
63,6,43509,Poor,Yes,2
73,7,26055,Fair,Yes,1
21,5,46942,Poor,No,2
43,1,20601,Poor,No,0
52,5,21384,Poor,Yes,2
26,7,41417,Poor,No,2
32,7,7465,Good,Yes,1
32,5,24598,Poor,Yes,2
61,2,24504,Fair,No,1
31,2,40297,Poor,Yes,0
64,7,35361,Good,Yes,0
24,7,9591,Poor,Yes,2
33,3,31126,Good,Yes,0
78,3,15164,Poor,No,0
69,2,19809,Poor,No,0
67,3,4413,Good,No,2
36,7,31861,Good,No,0
61,2,49577,Good,Yes,0
18,1,8625,Fair,No,1
39,5,6363,Fair,No,1
44,6,15578,Poor,No,2
21,3,15875,Poor,Yes,0
48,9,38274,Good,Yes,0
71,9,34097,Good,Yes,0
46,6,5452,Poor,Yes,2
35,6,39474,Good,No,0
46,1,49567,Poor,No,0
50,5,23471,Good,Yes,0
46,6,4350,Poor,No,2
21,2,22728,Good,No,0
46,7,11228,Fair,No,1
33,5,38554,Fair,Yes,1
75,4,29833,Poor,No,0
27,3,29374,Fair,No,1
29,4,35273,Poor,No,0
75,9,16966,Poor,Yes,2
35,5,20291,Poor,Yes,2
49,1,36026,Good,No,0
19,7,35921,Good,Yes,0
30,9,37052,Good,Yes,0
76,6,45899,Poor,Yes,2
40,9,14270,Poor,Yes,2
37,9,44657,Poor,Yes,2
67,3,37155,Good,Yes,0
20,3,47014,Good,No,0
76,3,44861,Fair,Yes,1
19,5,26600,Good,Yes,0
42,2,18731,Fair,Yes,1
77,5,4017,Poor,No,2
20,6,16877,Good,Yes,0
19,4,3600,Good,No,2
40,9,24509,Fair,No,1
28,1,10675,Good,Yes,1
78,4,41653,Good,Yes,0
30,9,10256,Poor,No,2
52,7,49987,Good,Yes,0
64,2,6407,Poor,No,1
34,4,14707,Poor,No,1
58,7,24950,Good,Yes,0
42,5,48016,Fair,Yes,1
67,5,22989,Good,No,0
68,6,5811,Poor,Yes,2
75,4,2083,Fair,Yes,2
49,9,36719,Poor,No,2
56,8,48354,Poor,Yes,2
51,5,3266,Good,Yes,2
46,1,34336,Good,Yes,0
53,9,10007,Fair,No,1
67,9,3769,Poor,Yes,2
29,2,29820,Good,Yes,0
66,1,19549,Fair,No,1
53,5,25506,Fair,Yes,1
18,5,20686,Fair,No,1
25,2,35347,Poor,No,0
20,8,41355,Good,Yes,0
25,8,24533,Good,Yes,0
42,6,35995,Fair,Yes,1
70,9,30999,Good,Yes,0
33,3,39513,Poor,No,0
79,1,40466,Poor,No,0
53,3,23765,Good,No,0
57,3,40228,Good,Yes,0
62,5,45122,Fair,No,1
72,3,24932,Fair,Yes,1
41,1,33148,Fair,No,1
79,6,14377,Good,Yes,1
64,8,7616,Good,Yes,1
60,9,23414,Good,Yes,0
22,1,17029,Fair,Yes,1
64,9,37795,Fair,No,1
19,3,21632,Poor,Yes,0
22,9,7759,Poor,Yes,2
30,5,35682,Good,Yes,0
69,4,11606,Poor,Yes,1
21,3,44648,Fair,Yes,1
38,6,24598,Poor,No,2
25,1,10059,Fair,No,1
59,1,48805,Fair,Yes,1
27,6,32654,Poor,Yes,2
58,6,22842,Poor,No,2
45,4,24963,Good,No,0
25,5,38382,Fair,Yes,1
69,5,19434,Good,Yes,0
69,5,39351,Poor,No,2
33,3,41568,Fair,Yes,1
59,3,11225,Fair,No,1
61,3,49524,Good,No,0
60,5,46613,Good,Yes,0
63,9,48604,Poor,No,2
52,7,4061,Fair,Yes,2
56,4,39846,Fair,No,1
49,7,12646,Poor,Yes,2
21,2,28223,Poor,No,0
37,2,2111,Poor,No,2
77,3,8978,Poor,No,1
38,1,16778,Fair,Yes,1
54,4,44924,Poor,No,0
63,2,5024,Poor,No,1
50,5,26055,Poor,No,2
44,4,4120,Poor,Yes,2
47,4,38975,Fair,No,1
31,9,6918,Good,No,1
68,7,20770,Poor,Yes,2
78,7,22612,Poor,Yes,2
50,2,31649,Poor,Yes,0
53,7,5845,Fair,No,1
18,6,48354,Fair,Yes,1
19,8,22964,Fair,No,1
76,1,40246,Fair,Yes,1
60,9,4120,Fair,No,2
24,3,34524,Fair,No,1
52,4,35749,Poor,Yes,0
61,8,28608,Fair,Yes,1
29,7,47193,Fair,Yes,1
31,8,29937,Good,No,0
55,7,31829,Poor,Yes,2
65,1,24950,Good,Yes,0
42,3,49027,Fair,Yes,1
26,1,43976,Poor,No,0
54,8,14767,Fair,Yes,1
35,6,4387,Fair,Yes,2
45,7,41051,Fair,No,1
18,9,41309,Good,No,0
58,5,15819,Good,No,0
79,4,39026,Poor,No,0
34,3,23482,Fair,Yes,1
40,7,24944,Fair,Yes,1
54,4,4120,Good,Yes,2
43,7,23683,Fair,No,1
36,7,32155,Poor,Yes,2
65,1,36469,Good,Yes,0
52,3,3120,Good,Yes,2
73,7,44790,Good,Yes,0
55,9,23019,Fair,No,1
77,6,30033,Poor,Yes,2
57,3,26492,Poor,No,0
35,1,41828,Fair,Yes,1
49,1,41544,Poor,No,0
23,8,16703,Fair,Yes,1
55,5,33842,Poor,No,2
54,4,28287,Poor,Yes,0
57,1,15875,Good,No,0
23,8,3982,Poor,No,2
33,3,40042,Fair,Yes,1
56,4,21431,Good,Yes,0
43,3,28676,Fair,Yes,1
53,1,8632,Good,Yes,1
79,3,46109,Fair,No,1
63,8,39365,Poor,Yes,2
68,9,46561,Good,Yes,0
68,4,21489,Fair,No,1
31,4,14513,Fair,No,1
23,6,41568,Good,Yes,0
74,4,24158,Good,No,0
49,4,17026,Fair,Yes,1
75,3,12557,Fair,Yes,1
41,4,43307,Poor,Yes,0
76,3,14383,Poor,Yes,1
55,8,33623,Good,Yes,0
31,5,7227,Poor,Yes,2
58,7,31741,Good,Yes,0
20,9,36942,Fair,Yes,1
64,8,6830,Poor,Yes,2
67,5,37561,Fair,Yes,1
50,6,15166,Poor,Yes,2
33,4,40987,Fair,Yes,1
23,7,39846,Good,No,0
20,9,43773,Fair,No,1
69,5,39162,Good,Yes,0
44,6,19600,Poor,No,2
64,1,47756,Fair,Yes,1
21,6,30437,Fair,No,1
20,5,41826,Poor,No,2
32,8,10470,Fair,No,1
47,5,12577,Poor,Yes,2
38,4,7827,Good,No,1
53,6,49451,Fair,Yes,1
36,8,35327,Fair,Yes,1
35,6,30635,Poor,No,2
75,7,4128,Poor,No,2
67,4,20039,Fair,Yes,1
68,8,26171,Fair,No,1
30,8,6125,Fair,Yes,1
63,9,10059,Poor,Yes,2
26,6,18191,Good,Yes,0
65,9,2934,Poor,No,2
73,6,33237,Fair,Yes,1
18,7,19819,Poor,Yes,2
72,1,21656,Poor,No,0
79,5,31496,Good,Yes,0
44,1,5452,Good,No,1
43,2,35748,Good,No,0
24,3,18078,Good,No,0
38,3,7939,Good,Yes,1
64,8,24504,Good,Yes,0
34,2,41568,Fair,No,1
47,9,42353,Fair,Yes,1
29,1,38124,Poor,No,0
77,6,49567,Good,No,0
22,9,40430,Poor,Yes,2
35,2,31829,Fair,No,1
70,7,40086,Fair,Yes,1
65,4,37752,Good,No,0
31,2,38977,Fair,Yes,1
30,3,7585,Good,No,1
71,9,16877,Good,No,0
21,4,21578,Poor,No,0
47,2,17045,Fair,No,1
58,3,43509,Good,Yes,0
21,7,43554,Poor,No,2
24,5,38061,Poor,Yes,2
25,2,35921,Poor,No,0
77,1,10598,Fair,Yes,1
40,4,29446,Fair,Yes,1
65,6,24579,Good,Yes,0
39,3,10462,Good,Yes,1
35,4,25109,Good,Yes,0
